selection_id,selection_group,pair_id,source_file,source_row,instance_id,repository,model_name,target,exit_status,issue_title,message_count,ai_turns,valid_cycles,length_band,complete_cycle_ratio,mean_thought_chars,action_categories,patch_chars,eval_log_chars,quality_score,selection_reason
CASE-0270,diversity,,train-00001-of-00012.jsonl,2031,fnl__syntok-17,fnl__syntok,swe-agent-llama-70b,True,submitted,Bug in not-contraction handling code,39,19,18,10-19,0.947368,216.0,edit|inspect|other|run|test,933,2829,84.382,high-quality stratified sample adding task/model/length diversity
CASE-0271,diversity,,train-00001-of-00012.jsonl,2293,john-kurkowski__tldextract-258,john-kurkowski__tldextract,swe-agent-llama-70b,True,submitted,"""update"" caches public suffix list to wrong directory",39,19,17,10-19,0.894737,353.41,edit|inspect|other|test,497,1763,84.921,high-quality stratified sample adding task/model/length diversity
CASE-0272,diversity,,train-00001-of-00012.jsonl,3555,iris-hep__qastle-52,iris-hep__qastle,swe-agent-llama-70b,True,submitted,copies of LINQ nodes are broken,39,19,18,10-19,0.947368,310.22,edit|inspect|other|test,2641,3787,85.074,high-quality stratified sample adding task/model/length diversity
CASE-0273,diversity,,train-00001-of-00012.jsonl,5269,scrapy__scrapy-5384,scrapy__scrapy,swe-agent-llama-70b,True,submitted (exit_context),Type error when we try to retrieve the `FEEDS` setting via CLI and it has a `Path` objects as a key,111,55,54,40+,0.981818,376.17,edit|inspect|other,9900,3028,89.727,high-quality stratified sample adding task/model/length diversity
CASE-0274,diversity,,train-00001-of-00012.jsonl,5579,zalando-stups__senza-397,zalando-stups__senza,swe-agent-llama-70b,True,submitted,Discrepancy between README and error messages,39,19,18,10-19,0.947368,303.72,edit|inspect|test,874,2059,82.888,high-quality stratified sample adding task/model/length diversity
CASE-0275,diversity,,train-00001-of-00012.jsonl,5683,Backblaze__b2-sdk-python-433,Backblaze__b2-sdk-python,swe-agent-llama-70b,True,submitted,passing compiled regex results in AttributeError,49,24,22,20-39,0.916667,345.27,edit|inspect|other|run|test,1195,3058,89.615,high-quality stratified sample adding task/model/length diversity
CASE-0276,diversity,,train-00002-of-00012.jsonl,1822,sdispater__pendulum-726,sdispater__pendulum,swe-agent-llama-70b,True,submitted,Period inequality does not work as expected,37,18,17,10-19,0.944444,351.65,edit|inspect|other|run,642,1943,81.667,high-quality stratified sample adding task/model/length diversity
CASE-0277,diversity,,train-00002-of-00012.jsonl,2076,SethMMorton__natsort-143,SethMMorton__natsort,swe-agent-llama-70b,True,submitted,`os_sorted` fails to sort current directory,39,19,18,10-19,0.947368,355.11,edit|inspect|other|run,564,51127,82.211,high-quality stratified sample adding task/model/length diversity
CASE-0278,diversity,,train-00002-of-00012.jsonl,213,recurly__recurly-client-python-372,recurly__recurly-client-python,swe-agent-llama-70b,True,submitted,Error trying to cast error response,37,18,17,10-19,0.944444,278.18,edit|inspect|other|run,763,2130,79.615,high-quality stratified sample adding task/model/length diversity
CASE-0279,diversity,,train-00002-of-00012.jsonl,2353,crccheck__project_runpy-17,crccheck__project_runpy,swe-agent-llama-70b,True,submitted,SQL filter: TypeError: 'NoneType' object is not subscriptable,37,18,17,10-19,0.944444,320.0,edit|inspect|other|test,645,3579,84.81,high-quality stratified sample adding task/model/length diversity
CASE-0280,diversity,,train-00002-of-00012.jsonl,3507,asottile__pyupgrade-217,asottile__pyupgrade,swe-agent-llama-70b,True,submitted,IndexError: list index out of range,33,16,15,10-19,0.9375,335.4,edit|inspect|other|test,3400,8100,84.145,high-quality stratified sample adding task/model/length diversity
CASE-0281,diversity,,train-00002-of-00012.jsonl,4338,sendgrid__sendgrid-python-233,sendgrid__sendgrid-python,swe-agent-llama-70b,True,submitted (exit_context),Using .add_header()  raises a TypeError,133,66,65,40+,0.984848,283.25,edit|inspect|other|run,1442,1790,89.866,high-quality stratified sample adding task/model/length diversity
CASE-0282,diversity,,train-00002-of-00012.jsonl,4806,asottile__pyupgrade-438,asottile__pyupgrade,swe-agent-llama-70b,True,submitted (exit_context),`--py311-plus` option not working,57,28,27,20-39,0.964286,380.33,edit|inspect|other|test,783,2629,90.964,high-quality stratified sample adding task/model/length diversity
CASE-0283,diversity,,train-00002-of-00012.jsonl,5267,jjhelmus__nmrglue-216,jjhelmus__nmrglue,swe-agent-llama-70b,True,submitted,"Issue with ng.peakpick.pick for ""thres"" and ""thres-fast"" algorithms with Numpy ^v1.22",33,16,15,10-19,0.9375,305.27,edit|inspect|other|run|test,1166,2181,85.285,high-quality stratified sample adding task/model/length diversity
CASE-0284,diversity,,train-00002-of-00012.jsonl,5905,scikit-hep__scikit-hep-333,scikit-hep__scikit-hep,swe-agent-llama-70b,True,submitted,skhep.show_versions() is broken,39,19,18,10-19,0.947368,481.5,edit|inspect|other|run,1369,2867,82.211,high-quality stratified sample adding task/model/length diversity
CASE-0285,diversity,,train-00002-of-00012.jsonl,651,akolar__ogn-lib-18,akolar__ogn-lib,swe-agent-llama-70b,True,submitted,Capturs parser has invalid callsign,41,20,19,10-19,0.95,366.74,edit|inspect|other,347,6612,80.75,high-quality stratified sample adding task/model/length diversity
CASE-0286,diversity,,train-00003-of-00012.jsonl,3201,cuthbertLab__music21-960,cuthbertLab__music21,swe-agent-llama-70b,True,submitted,Tuplet setter doesn't inform client,41,20,19,10-19,0.95,284.21,edit|inspect|other|test,572,19221,84.87,high-quality stratified sample adding task/model/length diversity
CASE-0287,diversity,,train-00003-of-00012.jsonl,385,Bachmann1234__diff_cover-277,Bachmann1234__diff_cover,swe-agent-llama-70b,True,submitted,diff-quality fails with ValueError: invalid literal for int() with base 10: '470]',69,34,33,20-39,0.970588,382.45,edit|inspect|other|run|test,2261,9923,96.059,high-quality stratified sample adding task/model/length diversity
CASE-0288,diversity,,train-00003-of-00012.jsonl,4531,fairlearn__fairlearn-644,fairlearn__fairlearn,swe-agent-llama-70b,True,submitted,Creating group metric sets for regression fails,57,28,27,20-39,0.964286,250.74,edit|inspect|other|run|test,3692,62755,90.128,high-quality stratified sample adding task/model/length diversity
CASE-0289,diversity,,train-00003-of-00012.jsonl,5993,mps-gmbh__hl7-parser-27,mps-gmbh__hl7-parser,swe-agent-llama-70b,True,submitted (exit_context),Wrong index for IN1 cell `policy_number`,79,39,36,20-39,0.923077,336.56,edit|inspect|other|test,543,3231,94.462,high-quality stratified sample adding task/model/length diversity
CASE-0290,diversity,,train-00004-of-00012.jsonl,2913,scrapinghub__price-parser-31,scrapinghub__price-parser,swe-agent-llama-70b,True,submitted,"It can't parse Asian text currency like '원',  '円'.",41,20,19,10-19,0.95,319.89,edit|inspect|other|run|test,928,60328,87.89,high-quality stratified sample adding task/model/length diversity
CASE-0291,diversity,,train-00004-of-00012.jsonl,2993,zulip__zulip-terminal-1468,zulip__zulip-terminal,swe-agent-llama-70b,True,submitted (exit_context),[bug] crash when editing message,65,32,31,20-39,0.96875,216.39,edit|inspect|other|test,1839,33786,89.214,high-quality stratified sample adding task/model/length diversity
CASE-0292,diversity,,train-00004-of-00012.jsonl,3145,VirtusLab__git-machete-330,VirtusLab__git-machete,swe-agent-llama-70b,True,submitted,`AttributeError: 'str' object has no attribute 'full_name'` due to (?) mistyped `CommandLineOptions.opt_branch`,51,25,24,20-39,0.96,362.08,edit|inspect|other|test,546,6076,89.4,high-quality stratified sample adding task/model/length diversity
CASE-0293,diversity,,train-00005-of-00012.jsonl,1061,cloudpassage__cloudpassage-halo-python-sdk-195,cloudpassage__cloudpassage-halo-python-sdk,swe-agent-llama-70b,True,submitted (exit_context),New ID format fails validation,81,40,39,20-39,0.975,444.56,edit|inspect|run,2338,2836,91.125,high-quality stratified sample adding task/model/length diversity
CASE-0294,diversity,,train-00005-of-00012.jsonl,2277,Shopify__shopify_python_api-363,Shopify__shopify_python_api,swe-agent-llama-70b,True,submitted (exit_context),TypeError: not all arguments converted during string formatting in /resources/events.py,149,74,73,40+,0.986486,320.51,edit|inspect|run,776,1914,88.955,high-quality stratified sample adding task/model/length diversity
CASE-0295,diversity,,train-00005-of-00012.jsonl,2787,googlefonts__picosvg-240,googlefonts__picosvg,swe-agent-llama-70b,True,submitted,Failed to extract translation,39,19,18,10-19,0.947368,456.67,edit|inspect|other|run,435,11265,82.211,high-quality stratified sample adding task/model/length diversity
CASE-0296,diversity,,train-00005-of-00012.jsonl,35,devopsspiral__KubeLibrary-124,devopsspiral__KubeLibrary,swe-agent-llama-70b,True,submitted,certificate verify failed issue when using Get Namespaced Pod Exec,39,19,18,10-19,0.947368,395.28,edit|inspect|other,803,6505,80.211,high-quality stratified sample adding task/model/length diversity
CASE-0297,diversity,,train-00005-of-00012.jsonl,4667,rubik__radon-212,rubik__radon,swe-agent-llama-70b,True,submitted,Incorrect CC for try-except-else else blocks containing multiple statements,37,18,17,10-19,0.944444,267.94,edit|inspect|other|run|test,627,13228,85.322,high-quality stratified sample adding task/model/length diversity
CASE-0298,diversity,,train-00005-of-00012.jsonl,6573,Open-EO__openeo-pg-parser-python-7,Open-EO__openeo-pg-parser-python,swe-agent-llama-70b,True,submitted,Unclear error when JSON file not found,37,18,17,10-19,0.944444,382.29,edit|inspect|other|run,651,2914,81.667,high-quality stratified sample adding task/model/length diversity
CASE-0299,diversity,,train-00005-of-00012.jsonl,6583,PEtab-dev__libpetab-python-92,PEtab-dev__libpetab-python,swe-agent-llama-70b,True,submitted,no lint error for non-unique condition ids,33,16,15,10-19,0.9375,345.53,edit|inspect|other|test,587,3430,84.435,high-quality stratified sample adding task/model/length diversity
CASE-0300,diversity,,train-00005-of-00012.jsonl,704,sqlfluff__sqlfluff-2907,sqlfluff__sqlfluff,swe-agent-llama-70b,True,submitted,"sqlfluff doesn't recognise a jinja variable set inside of ""if"" statement",39,19,18,10-19,0.947368,324.72,edit|inspect|other,1403,8950,79.488,high-quality stratified sample adding task/model/length diversity
CASE-0301,diversity,,train-00006-of-00012.jsonl,1014,NCAS-CMS__cfdm-175,NCAS-CMS__cfdm,swe-agent-llama-70b,True,submitted,Field/domain print fails when dimension corodinate has no data,35,17,16,10-19,0.941176,478.12,edit|inspect|other|run,1615,2367,81.118,high-quality stratified sample adding task/model/length diversity
CASE-0302,diversity,,train-00006-of-00012.jsonl,270,ivankorobkov__python-inject-66,ivankorobkov__python-inject,swe-agent-llama-70b,True,submitted,inspect.iscoroutinefunction fails after inject wraps,37,18,17,10-19,0.944444,321.0,edit|inspect|other|run,3789,2882,80.838,high-quality stratified sample adding task/model/length diversity
CASE-0303,diversity,,train-00006-of-00012.jsonl,3774,asottile__babi-328,asottile__babi,swe-agent-llama-70b,True,submitted,pre-commit runs with the wrong configuration when accessing a file in a different repository,25,12,11,10-19,0.916667,329.45,edit|inspect|other|test,636,2305,79.663,high-quality stratified sample adding task/model/length diversity
CASE-0304,diversity,,train-00006-of-00012.jsonl,4766,simphony__tornado-webapi-19,simphony__tornado-webapi,swe-agent-llama-70b,True,submitted (exit_context),Change BadRequest error to BadRepresentation,65,32,30,20-39,0.9375,401.43,edit|inspect|test,3560,2824,90.062,high-quality stratified sample adding task/model/length diversity
CASE-0305,diversity,,train-00006-of-00012.jsonl,4842,streamlink__streamlink-3019,streamlink__streamlink,swe-agent-llama-70b,True,submitted,[bug] BTV plugin needs updating,65,32,31,20-39,0.96875,269.58,edit|inspect|other|test,531,1684,90.734,high-quality stratified sample adding task/model/length diversity
CASE-0306,diversity,,train-00006-of-00012.jsonl,4912,tcalmant__ipopo-120,tcalmant__ipopo,swe-agent-llama-70b,True,submitted (exit_context),RequiresVarFilter doesn't update bindings,137,68,67,40+,0.985294,222.63,edit|inspect|run|test,4104,2588,92.14,high-quality stratified sample adding task/model/length diversity
CASE-0307,diversity,,train-00006-of-00012.jsonl,5097,DCC-Lab__RayTracing-133,DCC-Lab__RayTracing,swe-agent-llama-70b,True,submitted,rayCountHistogram() and rayAnglesHistogram() of Rays raise exception when already computed,77,38,37,20-39,0.973684,276.89,edit|inspect|other|run|test,4669,2243,96.016,high-quality stratified sample adding task/model/length diversity
CASE-0308,diversity,,train-00006-of-00012.jsonl,5909,mie-lab__trackintel-217,mie-lab__trackintel,swe-agent-llama-70b,True,submitted,BUG: generate_staypoints and generate_trips,35,17,16,10-19,0.941176,387.25,edit|inspect|other|test,1401,9237,85.118,high-quality stratified sample adding task/model/length diversity
CASE-0309,diversity,,train-00006-of-00012.jsonl,6581,wright-group__WrightTools-534,wright-group__WrightTools,swe-agent-llama-70b,True,submitted,remove_nans_1D fails for list,35,17,16,10-19,0.941176,318.38,edit|inspect|other|run,581,5122,80.214,high-quality stratified sample adding task/model/length diversity
CASE-0310,diversity,,train-00007-of-00012.jsonl,142,andrasmaroy__pconf-32,andrasmaroy__pconf,swe-agent-llama-70b,True,submitted,Calling Pconf.get() multiple times causes configuration flips due to order failure,41,20,19,10-19,0.95,254.58,edit|inspect|other|run,389,1792,80.024,high-quality stratified sample adding task/model/length diversity
CASE-0311,diversity,,train-00007-of-00012.jsonl,2187,paambaati__mae-2,paambaati__mae,swe-agent-llama-70b,True,submitted,An app without any labels can crash mae's response,37,18,17,10-19,0.944444,346.12,edit|inspect|other|test,2080,2089,85.556,high-quality stratified sample adding task/model/length diversity
CASE-0312,diversity,,train-00007-of-00012.jsonl,3655,panosz__alpha_shapes-2,panosz__alpha_shapes,swe-agent-llama-70b,True,submitted,Bug in alpha optimization,31,15,14,10-19,0.933333,256.71,edit|inspect|other|test,1751,1673,79.335,high-quality stratified sample adding task/model/length diversity
CASE-0313,diversity,,train-00007-of-00012.jsonl,3935,pytorch__ignite-1044,pytorch__ignite,swe-agent-llama-70b,True,submitted,"gpu_info crashes because it cannot parse ""N/A""",29,14,13,10-19,0.928571,276.0,edit|inspect|other|run|test,1228,3256,81.314,high-quality stratified sample adding task/model/length diversity
CASE-0314,diversity,,train-00007-of-00012.jsonl,4238,BlueBrain__NeuroM-990,BlueBrain__NeuroM,swe-agent-llama-70b,True,submitted,`sholl_frequency` fails if `neurite_type` not in morphology,65,32,31,20-39,0.96875,265.26,edit|inspect|other|run|test,2586,4790,92.61,high-quality stratified sample adding task/model/length diversity
CASE-0315,diversity,,train-00007-of-00012.jsonl,5019,googleapis__python-spanner-316,googleapis__python-spanner,swe-agent-llama-70b,True,submitted,float value cannot be used to insert data to NUMERIC field.,41,20,19,10-19,0.95,338.74,edit|inspect|other|run|test,1070,2968,88.428,high-quality stratified sample adding task/model/length diversity
CASE-0316,diversity,,train-00007-of-00012.jsonl,5327,omni-us__jsonargparse-468,omni-us__jsonargparse,swe-agent-llama-70b,True,submitted (exit_context),Dynamic selection of function given an argument fails with an `AttributeError`,73,36,35,20-39,0.972222,474.11,edit|inspect|other|run,1712,5582,91.083,high-quality stratified sample adding task/model/length diversity
CASE-0317,diversity,,train-00007-of-00012.jsonl,604,kymatio__kymatio-982,kymatio__kymatio,swe-agent-llama-70b,True,submitted,BUG missing one second-order wavelet for low-T Sc1D and JTFS,37,18,17,10-19,0.944444,358.29,edit|inspect|other|run,832,2464,81.667,high-quality stratified sample adding task/model/length diversity
CASE-0318,diversity,,train-00008-of-00012.jsonl,1182,tarohi24__typedflow-16,tarohi24__typedflow,swe-agent-llama-70b,True,submitted,Batch doesn't flow if any items in it has an error,29,14,13,10-19,0.928571,382.46,edit|inspect|other|test,724,2383,81.429,high-quality stratified sample adding task/model/length diversity
CASE-0319,diversity,,train-00008-of-00012.jsonl,1568,blairconrad__dicognito-73,blairconrad__dicognito,swe-agent-llama-70b,True,submitted,Fails to anonymize object with Issue Date of Imaging Service Request,33,16,15,10-19,0.9375,304.6,edit|inspect|other|test,1352,16620,83.265,high-quality stratified sample adding task/model/length diversity
CASE-0320,diversity,,train-00008-of-00012.jsonl,2398,keleshev__schema-247,keleshev__schema,swe-agent-llama-70b,True,submitted,Formatting error when supplying raw dict as schema to `Or`,41,20,19,10-19,0.95,262.89,edit|inspect|other|run,1067,7689,80.261,high-quality stratified sample adding task/model/length diversity
CASE-0321,diversity,,train-00008-of-00012.jsonl,3623,hylang__hy-2454,hylang__hy,swe-agent-llama-70b,True,submitted,"`(hy.models.Symbol ""#foo"")` should be an error",39,19,18,10-19,0.947368,385.28,edit|inspect|other|test,446,2946,86.211,high-quality stratified sample adding task/model/length diversity
CASE-0322,diversity,,train-00008-of-00012.jsonl,4066,palantir__python-jsonrpc-server-37,palantir__python-jsonrpc-server,swe-agent-llama-70b,True,submitted,Tests failing with Python 3.8,57,28,27,20-39,0.964286,408.19,edit|inspect|other|test,1829,4371,90.964,high-quality stratified sample adding task/model/length diversity
CASE-0323,diversity,,train-00008-of-00012.jsonl,420,andialbrecht__sqlparse-764,andialbrecht__sqlparse,swe-agent-llama-70b,True,submitted (exit_context),Dollar quoted strings (PostgreSQL) cannot follow an operator (e.g. `=$$Hello$$`),61,30,29,20-39,0.966667,317.69,edit|inspect|test,646,6405,89.077,high-quality stratified sample adding task/model/length diversity
CASE-0324,diversity,,train-00008-of-00012.jsonl,4368,pypa__build-318,pypa__build,swe-agent-llama-70b,True,submitted,0.4.0: --outdir fails when parent directory does not exist,39,19,18,10-19,0.947368,294.78,edit|inspect|other|run,946,5521,80.633,high-quality stratified sample adding task/model/length diversity
CASE-0325,diversity,,train-00008-of-00012.jsonl,4405,scottwernervt__favicon-17,scottwernervt__favicon,swe-agent-llama-70b,True,submitted,AttributeError: 'NoneType' object has no attribute 'lower',41,20,19,10-19,0.95,295.74,edit|inspect|other|run,1116,5491,81.2,high-quality stratified sample adding task/model/length diversity
CASE-0326,diversity,,train-00008-of-00012.jsonl,4643,Ouranosinc__xclim-336,Ouranosinc__xclim,swe-agent-llama-70b,True,submitted (exit_context),build failing against xarray master,31,15,14,10-19,0.933333,366.86,edit|inspect|other|test,1109,4418,82.0,high-quality stratified sample adding task/model/length diversity
CASE-0327,diversity,,train-00008-of-00012.jsonl,520,cunybpl__isdparser-2,cunybpl__isdparser,swe-agent-llama-70b,True,submitted (exit_context),ISDRecordFactory's constructor bug,59,29,28,20-39,0.965517,577.29,edit|inspect|other|test,2069,2263,91.483,high-quality stratified sample adding task/model/length diversity
CASE-0328,diversity,,train-00008-of-00012.jsonl,6281,dwavesystems__dwave-cloud-client-325,dwavesystems__dwave-cloud-client,swe-agent-llama-70b,True,submitted,"Assume 5xx responses during problem polling are transient errors, don't abort polling",31,15,14,10-19,0.933333,275.36,edit|inspect|other|test,1801,3419,79.867,high-quality stratified sample adding task/model/length diversity
CASE-0329,diversity,,train-00008-of-00012.jsonl,699,glotzerlab__signac-flow-738,glotzerlab__signac-flow,swe-agent-llama-70b,True,submitted,Error when running jobs using -f on command line,41,20,19,10-19,0.95,311.05,edit|inspect|other|run,1563,22299,81.637,high-quality stratified sample adding task/model/length diversity
CASE-0330,diversity,,train-00008-of-00012.jsonl,791,ifosch__accloudtant-82,ifosch__accloudtant,swe-agent-llama-70b,True,submitted,Fails with Python 3,29,14,13,10-19,0.928571,442.69,edit|inspect|other|test,1877,2685,81.429,high-quality stratified sample adding task/model/length diversity
CASE-0331,diversity,,train-00009-of-00012.jsonl,1313,iterative__dvc-5822,iterative__dvc,swe-agent-llama-70b,True,submitted,dvc.api.open: fails when using a local repo and any revision,41,20,18,10-19,0.9,330.28,edit|inspect|other|run,1052,34120,80.937,high-quality stratified sample adding task/model/length diversity
CASE-0332,diversity,,train-00009-of-00012.jsonl,298,mozman__svgwrite-109,mozman__svgwrite,swe-agent-llama-70b,True,submitted,build_animation_timing_parser uses wrong separator,33,16,15,10-19,0.9375,375.6,edit|inspect|other|test,595,2483,84.562,high-quality stratified sample adding task/model/length diversity
CASE-0333,diversity,,train-00009-of-00012.jsonl,4506,canonical__charmcraft-869,canonical__charmcraft,swe-agent-llama-70b,True,submitted,The reactive plugin is not correctly checking if `charm` failed,25,12,11,10-19,0.916667,355.45,edit|inspect|other|test,1327,2816,80.25,high-quality stratified sample adding task/model/length diversity
CASE-0334,diversity,,train-00009-of-00012.jsonl,6085,blairconrad__dicognito-98,blairconrad__dicognito,swe-agent-llama-70b,True,submitted,Anonymizing dataset with StationName but no Modality fails,75,37,36,20-39,0.972973,287.56,edit|inspect|other|run,618,16836,89.811,high-quality stratified sample adding task/model/length diversity
CASE-0335,diversity,,train-00010-of-00012.jsonl,1163,blairconrad__dicognito-67,blairconrad__dicognito,swe-agent-llama-70b,True,submitted,Fails to anonymize TimeOfLastCalibration,37,18,17,10-19,0.944444,506.24,edit|inspect|other|test,1450,16513,85.667,high-quality stratified sample adding task/model/length diversity
CASE-0336,diversity,,train-00010-of-00012.jsonl,193,pedrokiefer__aiostomp-17,pedrokiefer__aiostomp,swe-agent-llama-70b,True,submitted,ValueError while parsing data,41,20,19,10-19,0.95,246.74,edit|inspect|other|test,736,5998,83.8,high-quality stratified sample adding task/model/length diversity
CASE-0337,diversity,,train-00010-of-00012.jsonl,2436,intelsdi-x__snap-plugin-lib-py-13,intelsdi-x__snap-plugin-lib-py,swe-agent-llama-70b,True,submitted,Printing metric.config fails,35,17,16,10-19,0.941176,272.5,edit|inspect|other|test,936,2028,82.903,high-quality stratified sample adding task/model/length diversity
CASE-0338,diversity,,train-00010-of-00012.jsonl,3061,zamzterz__Flask-pyoidc-96,zamzterz__Flask-pyoidc,swe-agent-llama-70b,True,submitted (exit_context),Error responses using undefined _redirect_uri_endpoint attribute,109,54,46,40+,0.851852,284.85,edit|inspect|other|run|test,4291,6154,95.916,high-quality stratified sample adding task/model/length diversity
CASE-0339,diversity,,train-00010-of-00012.jsonl,3096,Azure__msrest-for-python-43,Azure__msrest-for-python,swe-agent-llama-70b,True,submitted,Serialization issue if dict syntax and Duration used,35,17,16,10-19,0.941176,283.94,edit|inspect|other|test,710,5566,83.23,high-quality stratified sample adding task/model/length diversity
CASE-0340,diversity,,train-00010-of-00012.jsonl,3194,Dorthu__openapi3-94,Dorthu__openapi3,swe-agent-llama-70b,True,submitted,[Bug] - Expects incorrect type on parameter default,35,17,16,10-19,0.941176,360.88,edit|inspect|run|test,2671,2950,85.118,high-quality stratified sample adding task/model/length diversity
CASE-0341,diversity,,train-00010-of-00012.jsonl,4082,mirumee__ariadne-153,mirumee__ariadne,swe-agent-llama-70b,True,submitted,Raise ValueError when `field` or `source` decorator was called incorrectly,33,16,15,10-19,0.9375,296.2,edit|inspect|other|test,1131,2909,83.025,high-quality stratified sample adding task/model/length diversity
CASE-0342,diversity,,train-00010-of-00012.jsonl,5240,adamchainz__apig-wsgi-187,adamchainz__apig-wsgi,swe-agent-llama-70b,True,submitted,QueryStringParameters encoding issue,29,14,13,10-19,0.928571,341.62,edit|inspect|other|test,929,8045,81.189,high-quality stratified sample adding task/model/length diversity
CASE-0343,diversity,,train-00010-of-00012.jsonl,6245,numpy__numpydoc-283,numpy__numpydoc,swe-agent-llama-70b,True,submitted,Failed See Also Parsing.,33,16,15,10-19,0.9375,252.87,edit|inspect|other|run|test,1213,5178,83.787,high-quality stratified sample adding task/model/length diversity
CASE-0344,diversity,,train-00010-of-00012.jsonl,871,tobymao__sqlglot-2337,tobymao__sqlglot,swe-agent-llama-70b,True,submitted,"Parser error for Snowflake SQL when ""window"" is used as an alias",41,20,18,10-19,0.9,658.61,edit|inspect|other|run,841,2927,81.5,high-quality stratified sample adding task/model/length diversity
CASE-0345,diversity,,train-00011-of-00012.jsonl,1476,fniessink__next-action-146,fniessink__next-action,swe-agent-llama-70b,True,submitted (exit_context),Unrecognised argument error when filtering on project after context and excluded context,71,35,34,20-39,0.971429,413.79,edit|inspect|other,4224,5475,88.571,high-quality stratified sample adding task/model/length diversity
CASE-0346,diversity,,train-00011-of-00012.jsonl,2410,PyCQA__flake8-1642,PyCQA__flake8,swe-agent-llama-70b,True,submitted (exit_context),Exception if HOME is not an existing path,75,37,36,20-39,0.972973,434.42,edit|inspect|run,1008,3689,89.595,high-quality stratified sample adding task/model/length diversity
CASE-0347,diversity,,train-00011-of-00012.jsonl,3575,python-lsp__python-lsp-server-454,python-lsp__python-lsp-server,swe-agent-llama-70b,True,submitted,notebookDocumentSync notebookSelector type error,73,36,35,20-39,0.972222,326.06,edit|inspect|other|test,1542,6626,94.399,high-quality stratified sample adding task/model/length diversity
CASE-0348,diversity,,train-00011-of-00012.jsonl,4280,microsoft__electionguard-python-756,microsoft__electionguard-python,swe-agent-llama-70b,True,submitted (exit_context),🐞 Error Occurs Exporting Ballots if No Spoiled Ballots,81,40,36,20-39,0.9,411.81,edit|inspect|other|run,3178,2953,90.5,high-quality stratified sample adding task/model/length diversity
CASE-0349,diversity,,train-00011-of-00012.jsonl,4334,mirumee__ariadne-1098,mirumee__ariadne,swe-agent-llama-70b,True,submitted,Query filter with default `null` filter causes error,31,15,14,10-19,0.933333,332.21,edit|inspect|other|test,719,4157,81.492,high-quality stratified sample adding task/model/length diversity
CASE-0350,diversity,,train-00011-of-00012.jsonl,5648,inducer__pymbolic-58,inducer__pymbolic,swe-agent-llama-70b,True,submitted,[Parser] Incorrect if-else precedence,41,20,19,10-19,0.95,373.68,edit|inspect|other|run,526,3228,82.75,high-quality stratified sample adding task/model/length diversity
CASE-0351,diversity,,train-00000-of-00012.jsonl,2374,tempoCollaboration__OQuPy-74,tempoCollaboration__OQuPy,swe-agent-llama-8b,True,submitted,Bug when loading a process tensor from file,27,13,12,10-19,0.923077,263.5,edit|inspect|other|run,801,1803,74.375,high-quality stratified sample adding task/model/length diversity
CASE-0352,diversity,,train-00000-of-00012.jsonl,3184,oasis-open__cti-python-stix2-454,oasis-open__cti-python-stix2,swe-agent-llama-8b,True,submitted,AST make_constant() function doesn't make timestamp constants,23,11,10,10-19,0.909091,315.6,edit|inspect|other|run,347,15581,74.654,high-quality stratified sample adding task/model/length diversity
CASE-0353,diversity,,train-00000-of-00012.jsonl,5979,oasis-open__cti-python-stix2-342,oasis-open__cti-python-stix2,swe-agent-llama-8b,True,submitted,Adding SCO to the MemoryStore results in error,23,11,10,10-19,0.909091,249.1,edit|inspect|other|run,602,6341,72.754,high-quality stratified sample adding task/model/length diversity
CASE-0354,diversity,,train-00000-of-00012.jsonl,752,networkx__networkx-7024,networkx__networkx,swe-agent-llama-8b,True,submitted,```is_k_edge_connected``` incorrectly returns True for k=2 with multi-component graphs without bridges,39,19,18,10-19,0.947368,235.56,edit|inspect|other|run,591,5491,78.941,high-quality stratified sample adding task/model/length diversity
CASE-0355,diversity,,train-00001-of-00012.jsonl,2039,fnl__syntok-17,fnl__syntok,swe-agent-llama-8b,True,submitted,Bug in not-contraction handling code,25,12,10,10-19,0.833333,297.8,edit|inspect|other|run,685,2762,73.009,high-quality stratified sample adding task/model/length diversity
CASE-0356,diversity,,train-00001-of-00012.jsonl,4350,3YOURMIND__django-migration-linter-258,3YOURMIND__django-migration-linter,swe-agent-llama-8b,True,submitted,Adding an index with a NOT NULL condition incorrectly triggers NOT_NULL rule,55,27,25,20-39,0.925926,288.8,edit|inspect|other|run|test,2276,5385,89.64,high-quality stratified sample adding task/model/length diversity
CASE-0357,diversity,,train-00003-of-00012.jsonl,2280,marshmallow-code__webargs-541,marshmallow-code__webargs,swe-agent-llama-8b,True,submitted,Failing to (re)raise an error when handling validation errors should raise a new error,31,15,14,10-19,0.933333,319.36,edit|inspect|other|test,1191,12781,81.125,high-quality stratified sample adding task/model/length diversity
CASE-0358,diversity,,train-00004-of-00012.jsonl,1021,mhostetter__galois-219,mhostetter__galois,swe-agent-llama-8b,True,submitted,`Poly.Degrees` with duplicate degrees produces incorrect polynomial,63,31,30,20-39,0.967742,184.1,edit|inspect|other|run,644,8833,83.776,high-quality stratified sample adding task/model/length diversity
CASE-0359,diversity,,train-00004-of-00012.jsonl,4404,robotpy__robotpy-cppheaderparser-44,robotpy__robotpy-cppheaderparser,swe-agent-llama-8b,True,submitted,Another regression in 4.0.0,29,14,13,10-19,0.928571,383.54,edit|inspect|other|run,863,29404,77.429,high-quality stratified sample adding task/model/length diversity
